GEOID,NAME,metro_state,POP,DENSITY
4859336,"Prairie View city, Texas","Prairie View, TX",6953,964.12388928
4818464,"Daingerfield city, Texas","Daingerfield, TX",2380,969.5634805
4833212,"Henderson city, Texas","Henderson, TX",13154,1100.6630803
4837112,"Ivanhoe city, Texas","Ivanhoe, TX",1436,451.19656592
4853160,"Oak Ridge town (Kaufman County), Texas","Oak Ridge town (Kaufman County), TX",742,240.47499794
4876576,"Warren City city, Texas","Warren City, TX",305,174.4891351
4807144,"Bedias city, Texas","Bedias, TX",470,424.60582075
4865372,"San Felipe town, Texas","San Felipe, TX",825,98.681542898
4872788,"Thornton town, Texas","Thornton, TX",524,533.97360101
4862252,"Rising Star town, Texas","Rising Star, TX",821,475.35687263
4843120,"Liverpool city, Texas","Liverpool, TX",551,506.69921898
4837924,"Jolly city, Texas","Jolly, TX",163,165.86251856
4853376,"Odem city, Texas","Odem, TX",2360,2022.2438859
4858040,"Plantersville city, Texas","Plantersville, TX",594,300.68579805
4841116,"La Marque city, Texas","La Marque, TX",17319,1243.4132772
4843240,"Lockhart city, Texas","Lockhart, TX",14133,905.16454908
4809628,"Bovina city, Texas","Bovina, TX",1777,1508.3044997
4835254,"Hudson Oaks city, Texas","Hudson Oaks, TX",2479,800.71087871
4825224,"Fairview town, Texas","Fairview, TX",9141,1030.619338
4871324,"Sunset Valley city, Texas","Sunset Valley, TX",672,481.46594179
4811155,"Buffalo Springs village, Texas","Buffalo Springs, TX",442,292.71686944
4824636,"Estelline town, Texas","Estelline, TX",129,175.9746447
4844116,"Los Fresnos city, Texas","Los Fresnos, TX",7837,1920.2763648
4817744,"Crockett city, Texas","Crockett, TX",6385,721.39760318
4847496,"Melissa city, Texas","Melissa, TX",12117,1058.0495027
4833188,"Hemphill city, Texas","Hemphill, TX",1244,489.99479155
4838488,"Kaufman city, Texas","Kaufman, TX",7788,869.40163714
4863848,"Rusk city, Texas","Rusk, TX",5602,774.59431417
4839124,"Kilgore city, Texas","Kilgore, TX",14852,800.04962082
4837420,"Jasper city, Texas","Jasper, TX",7551,722.83530143
4805000,"Austin city, Texas","Austin, TX",978908,3059.673086
4843132,"Livingston town, Texas","Livingston, TX",5242,600.49184549
4810528,"Bronte town, Texas","Bronte, TX",999,695.78866875
4800160,"Abernathy city, Texas","Abernathy, TX",2706,986.89842568
4822864,"El Campo city, Texas","El Campo, TX",11539,1181.9491057
4817648,"Cresson city, Texas","Cresson, TX",1338,115.89477794
4808260,"Big Wells city, Texas","Big Wells, TX",702,1267.6916774
4855020,"Pantego town, Texas","Pantego, TX",2519,2530.5163453
4862672,"Rockdale city, Texas","Rockdale, TX",5503,1373.5063749
4821844,"Eagle Lake city, Texas","Eagle Lake, TX",3777,1288.6221948
4805720,"Barstow city, Texas","Barstow, TX",386,587.36649621
4849464,"Morton city, Texas","Morton, TX",1813,1204.7413933
4873748,"Troy city, Texas","Troy, TX",2016,434.97368148
4870040,"Stanton city, Texas","Stanton, TX",3000,1519.4445808
4849932,"Muenster city, Texas","Muenster, TX",1645,623.47812128
4850200,"Mustang Ridge city, Texas","Mustang Ridge, TX",981,263.06019738
4876228,"Waller city, Texas","Waller, TX",3488,1586.7632831
4862384,"River Oaks city, Texas","River Oaks, TX",7630,3780.2550623
4841164,"Lamesa city, Texas","Lamesa, TX",9147,1791.2798663
4877632,"West Lake Hills city, Texas","West Lake Hills, TX",3286,914.48561013
4850868,"Newcastle city, Texas","Newcastle, TX",573,320.09533518
4856384,"Pearsall city, Texas","Pearsall, TX",10609,1788.2228177
4873580,"Trent town, Texas","Trent, TX",349,864.48610988
4818152,"Cuney town, Texas","Cuney, TX",140,85.191368989
4863584,"Roxton city, Texas","Roxton, TX",639,740.37660825
4808812,"Blossom city, Texas","Blossom, TX",1569,614.3071848
4817336,"Cove city, Texas","Cove, TX",559,459.30135214
4803708,"Arcola city, Texas","Arcola, TX",2663,1041.3757849
4835228,"Hudson city, Texas","Hudson, TX",5005,987.24753993
4841764,"La Vernia city, Texas","La Vernia, TX",1428,597.69533383
4865066,"Sanctuary town, Texas","Sanctuary, TX",321,374.75857014
4869120,"South Mountain town, Texas","South Mountain, TX",365,226.22737805
4840738,"Lakeside town (San Patricio County), Texas","Lakeside town (San Patricio County), TX",303,792.71491647
4850076,"Murchison city, Texas","Murchison, TX",599,379.59907325
4837780,"Johnson City city, Texas","Johnson City, TX",2131,1179.7408986
4845432,"McCamey city, Texas","McCamey, TX",2060,1016.4011567
4836140,"Iredell city, Texas","Iredell, TX",342,762.08297105
4811300,"Bunker Hill Village city, Texas","Bunker Hill Village, TX",3935,2729.1131242
4863464,"Rotan city, Texas","Rotan, TX",1438,710.97201814
4866464,"Sealy city, Texas","Sealy, TX",6446,483.90516723
4825392,"Falls City city, Texas","Falls City, TX",689,772.27554349
4848180,"Midway city, Texas","Midway, TX",236,148.70398394
4827696,"Fritch city, Texas","Fritch, TX",1952,1203.2493213
4820464,"Dimmitt city, Texas","Dimmitt, TX",4099,1301.119961
4872776,"Thorndale city, Texas","Thorndale, TX",1302,1352.8745884
4837528,"Jefferson city, Texas","Jefferson, TX",1915,430.54274497
4851492,"Niederwald city, Texas","Niederwald, TX",599,163.35138352
4851588,"Nixon city, Texas","Nixon, TX",2542,1626.3616717
4850916,"New Deal town, Texas","New Deal, TX",827,357.92222838
4816204,"Combes town, Texas","Combes, TX",2984,953.61630159
4807000,"Beaumont city, Texas","Beaumont, TX",116825,1418.9009911
4813732,"Center city, Texas","Center, TX",5175,660.21594862
4860080,"Queen City city, Texas","Queen City, TX",1436,405.26589288
4844020,"Lorena city, Texas","Lorena, TX",1755,516.58953294
4842820,"Lindale city, Texas","Lindale, TX",6464,1046.4211419
4809004,"Blum town, Texas","Blum, TX",467,472.16651
4830296,"Goree city, Texas","Goree, TX",203,140.02000668
4871356,"Sun Valley city, Texas","Sun Valley, TX",83,516.15189059
4878532,"Whitesboro city, Texas","Whitesboro, TX",4120,1234.4312165
4878436,"White Oak city, Texas","White Oak, TX",6322,694.09389932
4877620,"Westlake town, Texas","Westlake, TX",1709,254.70928109
4808212,"Big Lake city, Texas","Big Lake, TX",3367,1409.7746534
4857200,"Pharr city, Texas","Pharr, TX",79112,3347.8056529
4828248,"Garden Ridge city, Texas","Garden Ridge, TX",4130,578.40116841
4850808,"New Boston city, Texas","New Boston, TX",4609,1152.4540165
4805528,"Bandera city, Texas","Bandera, TX",900,757.2714969
4848516,"Millican town, Texas","Millican, TX",243,60.54890773
4821484,"Dublin city, Texas","Dublin, TX",3553,990.39989814
4820308,"Diboll city, Texas","Diboll, TX",5204,1097.706469
4821424,"Dripping Springs city, Texas","Dripping Springs, TX",5708,689.30157678
4874756,"Valley View city, Texas","Valley View, TX",845,238.98409422
4817060,"Corsicana city, Texas","Corsicana, TX",23906,1040.0737719
4848768,"Mission city, Texas","Mission, TX",84331,2372.8410388
4864172,"St. Hedwig town, Texas","St. Hedwig, TX",2488,83.964327114
4859084,"Poteet city, Texas","Poteet, TX",3507,2023.6025828
4873664,"Trinity city, Texas","Trinity, TX",2756,726.94901972
4849068,"Mont Belvieu city, Texas","Mont Belvieu, TX",6574,407.6081394
4842004,"Leakey city, Texas","Leakey, TX",438,780.78749765
4844176,"Lott city, Texas","Lott, TX",742,734.51079118
4876636,"Waskom city, Texas","Waskom, TX",2190,817.0311502
4840276,"La Grange city, Texas","La Grange, TX",4677,1130.8393781
4843636,"Lone Oak city, Texas","Lone Oak, TX",692,623.08546588
4861904,"Richwood city, Texas","Richwood, TX",3988,892.86955385
4811692,"Cactus city, Texas","Cactus, TX",3245,1522.8258806
4865000,"San Antonio city, Texas","San Antonio, TX",1547253,3189.4689902
4839460,"Kirbyville city, Texas","Kirbyville, TX",2069,856.15443639
4846500,"Manvel city, Texas","Manvel, TX",12671,496.42526405
4854684,"Palacios city, Texas","Palacios, TX",4535,918.03124212
4859576,"Princeton city, Texas","Princeton, TX",13894,1375.7067675
4871156,"Sunnyvale town, Texas","Sunnyvale, TX",6841,414.13213465
4832240,"Hardin city, Texas","Hardin, TX",935,360.70687346
4831592,"Gun Barrel City city, Texas","Gun Barrel City, TX",6208,992.7015168
4841056,"Lake Worth city, Texas","Lake Worth, TX",4896,1986.6566787
4817960,"Crowley city, Texas","Crowley, TX",16460,2252.3576696
4872989,"Tiki Island village, Texas","Tiki Island, TX",1065,2214.6496014
4854192,"Orchard city, Texas","Orchard, TX",407,1065.4810126
4880188,"Woodson town, Texas","Woodson, TX",241,371.23036563
4835000,"Houston city, Texas","Houston, TX",2320268,3624.3225295
4805732,"Bartlett city, Texas","Bartlett, TX",1758,1418.9472775
4803564,"Appleby city, Texas","Appleby, TX",446,207.14609234
4813684,"Celina city, Texas","Celina, TX",16299,583.67376527
4869020,"South Houston city, Texas","South Houston, TX",17438,5725.7447426
4857644,"Pineland city, Texas","Pineland, TX",800,390.95803465
4859696,"Prosper town, Texas","Prosper, TX",24579,975.84316189
4879684,"Windom town, Texas","Windom, TX",205,372.41705011
4830548,"Granger city, Texas","Granger, TX",1505,2256.8460344
4848720,"Mingus city, Texas","Mingus, TX",257,165.82212311
4857056,"Petronila city, Texas","Petronila, TX",120,65.770666274
4816216,"Combine city, Texas","Combine, TX",2442,329.15148044
4830632,"Grapeland city, Texas","Grapeland, TX",1443,559.82754146
4807420,"Bells town, Texas","Bells, TX",1515,676.8902323
4808392,"Bishop city, Texas","Bishop, TX",3056,1290.6326246
4869830,"Spring Valley Village city, Texas","Spring Valley Village, TX",4319,3553.44794
4842568,"Liberty city, Texas","Liberty, TX",9314,209.37424826
4815160,"Clarksville city, Texas","Clarksville, TX",3072,1003.5679338
4847916,"Mexia city, Texas","Mexia, TX",7344,1020.3309525
4879492,"Willow Park city, Texas","Willow Park, TX",5842,908.21525264
4807864,"Bertram city, Texas","Bertram, TX",1476,976.77734548
4830512,"Grandview city, Texas","Grandview, TX",1798,993.14248277
4856516,"Pecos city, Texas","Pecos, TX",10461,1431.6472707
4834832,"Horizon City city, Texas","Horizon City, TX",19642,2254.074147
4822660,"Edinburg city, Texas","Edinburg, TX",101170,2261.5300152
4805168,"Azle city, Texas","Azle, TX",13351,1518.479732
4847760,"Meridian city, Texas","Meridian, TX",1515,726.58789035
4839928,"Krum city, Texas","Krum, TX",5018,2030.2287008
4850876,"New Chapel Hill city, Texas","New Chapel Hill, TX",646,269.96075278
4866008,"Savoy city, Texas","Savoy, TX",872,1095.5456439
4857044,"Petrolia city, Texas","Petrolia, TX",670,906.59985601
4871180,"Sunray city, Texas","Sunray, TX",1812,1076.0299267
4867160,"Shamrock city, Texas","Shamrock, TX",1764,861.94959505
4877740,"Weston city, Texas","Weston, TX",540,120.31310456
4830116,"Gonzales city, Texas","Gonzales, TX",7533,1238.8857004
4830644,"Grapevine city, Texas","Grapevine, TX",55281,1728.969443
4820344,"Dickinson city, Texas","Dickinson, TX",21129,2088.6541611
4821556,"Dumas city, Texas","Dumas, TX",13827,2502.412258
4841188,"Lampasas city, Texas","Lampasas, TX",7982,1091.6251392
4822612,"Edgewood town, Texas","Edgewood, TX",1525,1123.064913
4802188,"Alto town, Texas","Alto, TX",1240,727.35039491
4861508,"Reklaw city, Texas","Reklaw, TX",395,134.24478315
4827300,"Frankston town, Texas","Frankston, TX",1170,471.67316726
4805708,"Barry city, Texas","Barry, TX",264,600.53578411
4866284,"Scotland city, Texas","Scotland, TX",474,60.053080348
4873964,"Turkey city, Texas","Turkey, TX",378,462.06281784
4840756,"Lakeside City town, Texas","Lakeside City, TX",957,1507.6745793
4834088,"Hillsboro city, Texas","Hillsboro, TX",8476,779.80190201999994
4880058,"Woodcreek city, Texas","Woodcreek, TX",1716,1579.8245892
4803216,"Andrews city, Texas","Andrews, TX",14109,2030.0690779
4821892,"Eagle Pass city, Texas","Eagle Pass, TX",29684,3150.9521723
4847796,"Merkel town, Texas","Merkel, TX",2617,935.32467226000006
4837252,"Jamaica Beach city, Texas","Jamaica Beach, TX",1079,1862.5928445
4861172,"Red Lick city, Texas","Red Lick, TX",1010,555.80558719
4863476,"Round Mountain town, Texas","Round Mountain, TX",169,73.364259401
4846848,"Martindale city, Texas","Martindale, TX",1231,597.71971765
4811644,"Byers city, Texas","Byers, TX",452,454.59771325
4841440,"La Porte city, Texas","La Porte, TX",34976,1877.5395313
4838800,"Kempner city, Texas","Kempner, TX",1140,555.04531688
4847628,"Menard city, Texas","Menard, TX",1404,680.52398246
4821628,"Duncanville city, Texas","Duncanville, TX",38751,3459.1808581
4865612,"San Patricio city, Texas","San Patricio, TX",375,97.460760385
4861436,"Refugio town, Texas","Refugio, TX",2734,1737.8715615
4862924,"Rogers town, Texas","Rogers, TX",1252,1213.623092
4867136,"Shallowater city, Texas","Shallowater, TX",2574,1781.6531925
4806200,"Beach City city, Texas","Beach City, TX",2792,623.41970268
4869908,"Stafford city, Texas","Stafford, TX",17362,2478.7316121
4875428,"Victoria city, Texas","Victoria, TX",66916,1799.1125314
4820540,"DISH town, Texas","DISH, TX",439,270.31335345
4811020,"Buckholts town, Texas","Buckholts, TX",522,384.21661371
4872392,"Texas City city, Texas","Texas City, TX",50094,779.00761403
4828068,"Galveston city, Texas","Galveston, TX",50446,1226.5477554
4810912,"Bryan city, Texas","Bryan, TX",86276,1880.7300823
4854804,"Palmview city, Texas","Palmview, TX",5774,2058.0169851
4849692,"Mount Calm city, Texas","Mount Calm, TX",339,411.98093076
4870376,"Stockdale city, Texas","Stockdale, TX",1649,977.1726089
4846752,"Marquez city, Texas","Marquez, TX",274,208.92085282
4813198,"Cashion Community city, Texas","Cashion Community, TX",355,187.16071734
4847406,NA,"NA, TX",NA,NA
4867010,NA,"NA, TX",NA,NA
4825404,NA,"NA, TX",NA,NA
4875554,NA,"NA, TX",NA,NA
4822516,"Ector city, Texas","Ector, TX",736,626.66033113
4838896,"Kennedale city, Texas","Kennedale, TX",8645,1309.8493124
4823164,"El Lago city, Texas","El Lago, TX",2663,4175.2302741
4830272,"Gordon city, Texas","Gordon, TX",486,501.23150915
4806272,"Beasley city, Texas","Beasley, TX",677,636.18729085
4842532,"Lexington town, Texas","Lexington, TX",1222,984.49438148
4874216,"Uhland city, Texas","Uhland, TX",1294,498.90035746
4828008,"Gallatin city, Texas","Gallatin, TX",434,94.267608838
4841583,NA,"NA, TX",NA,NA
4803000,"Amarillo city, Texas","Amarillo, TX",199371,1959.5371555
4848272,NA,"NA, TX",NA,NA
4863176,"Roscoe city, Texas","Roscoe, TX",1285,398.66540891
4839940,"Kurten town, Texas","Kurten, TX",409,89.835713464
4817504,"Crandall city, Texas","Crandall, TX",4017,1279.2202935
4878388,"Whitehouse city, Texas","Whitehouse, TX",8905,1682.3250103
4830080,"Goliad city, Texas","Goliad, TX",2004,1280.2532004
4849128,"Montgomery city, Texas","Montgomery, TX",1360,269.86819807
4860932,NA,"NA, TX",NA,NA
4822810,NA,"NA, TX",NA,NA
4846452,"Mansfield city, Texas","Mansfield, TX",72419,1974.775085
4861736,"Rice city, Texas","Rice, TX",974,364.69575493
4820848,"Domino town, Texas","Domino, TX",89,196.81011932
4810252,"Bridge City city, Texas","Bridge City, TX",7862,1221.2977965
4854780,"Palmhurst city, Texas","Palmhurst, TX",2732,614.45182793
4807408,"Bellmead city, Texas","Bellmead, TX",10744,1565.6055891
4879192,NA,"NA, TX",NA,NA
4824015,NA,"NA, TX",NA,NA
4837468,"Jayton city, Texas","Jayton, TX",502,295.85482662
4804300,"Asherton city, Texas","Asherton, TX",1039,1272.4764334
4811940,NA,"NA, TX",NA,NA
4865876,NA,"NA, TX",NA,NA
4843888,"Longview city, Texas","Longview, TX",81631,1464.0376873
4838548,"Keene city, Texas","Keene, TX",6568,1324.9248347
4825752,"Ferris city, Texas","Ferris, TX",2974,641.92553317
4820884,"Donna city, Texas","Donna, TX",16338,1970.355833
4812040,"Cameron city, Texas","Cameron, TX",5464,1043.029464
4838332,"Justin city, Texas","Justin, TX",4279,1801.3616405
4880440,"Yantis town, Texas","Yantis, TX",428,232.38939933
4860026,NA,"NA, TX",NA,NA
4833146,"Helotes city, Texas","Helotes, TX",9961,1465.1748452
4827420,"Freeport city, Texas","Freeport, TX",12136,788.14691895
4879000,"Wichita Falls city, Texas","Wichita Falls, TX",104683,1453.7205571
4815172,"Clarksville City city, Texas","Clarksville City, TX",934,146.567508
4875668,"Vinton village, Texas","Vinton, TX",2022,737.60386662
4829660,"Gladewater city, Texas","Gladewater, TX",6341,548.14712697
4808872,"Blue Ridge city, Texas","Blue Ridge, TX",926,830.62806265
4860518,NA,"NA, TX",NA,NA
4807132,"Bedford city, Texas","Bedford, TX",49049,4896.7601856
4839304,NA,"NA, TX",NA,NA
4861040,NA,"NA, TX",NA,NA
4856482,NA,"NA, TX",NA,NA
4872656,NA,"NA, TX",NA,NA
4865678,NA,"NA, TX",NA,NA
4853934,NA,"NA, TX",NA,NA
4866806,NA,"NA, TX",NA,NA
4811236,NA,"NA, TX",NA,NA
4841580,NA,"NA, TX",NA,NA
4870520,NA,"NA, TX",NA,NA
4844075,NA,"NA, TX",NA,NA
4815628,NA,"NA, TX",NA,NA
4868846,NA,"NA, TX",NA,NA
4814881,NA,"NA, TX",NA,NA
4825795,NA,"NA, TX",NA,NA
4877728,NA,"NA, TX",NA,NA
4871060,"Sundown city, Texas","Sundown, TX",1425,937.43088773
4879792,NA,"NA, TX",NA,NA
4812502,NA,"NA, TX",NA,NA
4867766,NA,"NA, TX",NA,NA
4870460,NA,"NA, TX",NA,NA
4819732,NA,"NA, TX",NA,NA
4877422,NA,"NA, TX",NA,NA
4823080,NA,"NA, TX",NA,NA
4835072,"Howardwick city, Texas","Howardwick, TX",393,193.40902568
4838632,"Keller city, Texas","Keller, TX",47213,2557.4428831
4849800,"Mount Pleasant city, Texas","Mount Pleasant, TX",15978,1025.982006
4863188,"Rosebud city, Texas","Rosebud, TX",1349,1678.0156991
4860672,"Ransom Canyon town, Texas","Ransom Canyon, TX",1124,1432.1187315
4819624,"Deer Park city, Texas","Deer Park, TX",33474,3196.2552975
4822708,"Edmonson town, Texas","Edmonson, TX",103,240.44182663
4848324,NA,"NA, TX",NA,NA
4839352,"Kingsville city, Texas","Kingsville, TX",25315,1825.3887259
4823272,"Elmendorf city, Texas","Elmendorf, TX",2150,350.18903441
4840674,NA,"NA, TX",NA,NA
4841170,NA,"NA, TX",NA,NA
4814668,"Childress city, Texas","Childress, TX",6048,732.22251846
4805864,"Bastrop city, Texas","Bastrop, TX",9242,850.39284792
4816120,"Colorado City city, Texas","Colorado City, TX",3857,723.34220588
4810636,"Brookshire city, Texas","Brookshire, TX",5816,1343.33201
4862564,"Robert Lee city, Texas","Robert Lee, TX",1048,919.93519292
4860408,NA,"NA, TX",NA,NA
4842664,"Liberty Hill city, Texas","Liberty Hill, TX",2931,1306.4671529
4866332,"Scottsville city, Texas","Scottsville, TX",354,268.76924538
4860482,NA,"NA, TX",NA,NA
4860188,"Quitman city, Texas","Quitman, TX",1849,985.00568042
4811116,"Buffalo city, Texas","Buffalo, TX",1902,403.86418102
4857615,"Pine Island town, Texas","Pine Island, TX",1159,124.03952063
4831715,"Hackberry town, Texas","Hackberry, TX",1077,1586.2750436
4853130,"Oak Point city, Texas","Oak Point, TX",5762,1020.0930784
4879204,NA,"NA, TX",NA,NA
4817948,"Crowell city, Texas","Crowell, TX",817,433.2804971
4856912,"Perryton city, Texas","Perryton, TX",8512,1774.8191231
4858448,"Plum Grove city, Texas","Plum Grove, TX",726,193.5657808
4874168,NA,"NA, TX",NA,NA
4834130,NA,"NA, TX",NA,NA
4826736,NA,"NA, TX",NA,NA
4880836,NA,"NA, TX",NA,NA
4869326,NA,"NA, TX",NA,NA
4841569,NA,"NA, TX",NA,NA
4822768,NA,"NA, TX",NA,NA
4805924,NA,"NA, TX",NA,NA
4808800,NA,"NA, TX",NA,NA
4827102,NA,"NA, TX",NA,NA
4848320,NA,"NA, TX",NA,NA
4867554,NA,"NA, TX",NA,NA
4847676,NA,"NA, TX",NA,NA
4831484,NA,"NA, TX",NA,NA
4846572,NA,"NA, TX",NA,NA
4849440,NA,"NA, TX",NA,NA
4865432,NA,"NA, TX",NA,NA
4812600,NA,"NA, TX",NA,NA
4835684,NA,"NA, TX",NA,NA
4832456,NA,"NA, TX",NA,NA
4846494,NA,"NA, TX",NA,NA
4808830,NA,"NA, TX",NA,NA
4854868,NA,"NA, TX",NA,NA
4872248,NA,"NA, TX",NA,NA
4841092,NA,"NA, TX",NA,NA
4840186,NA,"NA, TX",NA,NA
4826232,"Flower Mound town, Texas","Flower Mound, TX",79135,1887.5343816
4829840,"Glenn Heights city, Texas","Glenn Heights, TX",13377,1855.1219932
4861796,"Richardson city, Texas","Richardson, TX",121323,4247.2684539
4863572,"Rowlett city, Texas","Rowlett, TX",67339,3223.2901546
4857476,"Pilot Point city, Texas","Pilot Point, TX",4525,1122.3755005
4862504,"Roanoke city, Texas","Roanoke, TX",9388,1420.2842346
4867100,"Shady Shores town, Texas","Shady Shores, TX",2865,984.69914541
4858016,"Plano city, Texas","Plano, TX",287677,4013.2239789
4819972,"Denton city, Texas","Denton, TX",141541,1470.7701706
4812988,"Carrizo Springs city, Texas","Carrizo Springs, TX",5362,1735.0333358
4863668,"Royse City city, Texas","Royse City, TX",14702,803.60261565
4872530,"The Colony city, Texas","The Colony, TX",44438,3173.0004492
4818092,"Cuero city, Texas","Cuero, TX",8236,1254.7108648
4825168,"Fair Oaks Ranch city, Texas","Fair Oaks Ranch, TX",10042,819.02893733
4816192,"Comanche city, Texas","Comanche, TX",4197,920.2089302
4819672,"De Leon city, Texas","De Leon, TX",2198,980.50318085
4854636,"Paint Rock town, Texas","Paint Rock, TX",296,180.02381292
4808488,"Blackwell city, Texas","Blackwell, TX",310,524.37604252
4811212,"Bullard town, Texas","Bullard, TX",3727,1114.4692661
4811968,"Callisburg city, Texas","Callisburg, TX",383,187.04230622
4827984,"Gainesville city, Texas","Gainesville, TX",16886,874.7712963
4842868,"Lindsay city, Texas","Lindsay, TX",1149,704.48752711
